,Month,DayofMonth,DayOfWeek,CRSDepTime,UniqueCarrier,Class
2398,1,4,5,1530,WN,1
2399,1,4,5,1610,WN,1
2401,1,4,5,1855,WN,1
2403,1,4,5,1250,WN,0
2404,1,4,5,935,WN,1
2407,1,4,5,1925,WN,1
2410,1,4,5,1155,WN,0
2412,1,4,5,1935,WN,0
2413,1,4,5,1525,WN,0
2415,1,4,5,1600,WN,1
2419,1,4,5,1825,WN,1
2421,1,4,5,1220,WN,1
2422,1,4,5,1815,WN,0
2424,1,4,5,1910,WN,1
2425,1,4,5,840,WN,0
2428,1,4,5,1040,WN,1
2431,1,4,5,1020,WN,1
2432,1,4,5,1325,WN,1
2433,1,4,5,1005,WN,1
2434,1,4,5,1820,WN,1
2441,1,4,5,810,WN,1
2442,1,4,5,1205,WN,1
2444,1,4,5,1605,WN,1
2452,1,4,5,1615,WN,1
2455,1,4,5,1540,WN,1
2458,1,4,5,700,WN,1
2459,1,4,5,1920,WN,1
2465,1,4,5,1450,WN,0
2470,1,4,5,2045,WN,1
2474,1,4,5,1935,WN,1
2476,1,4,5,1435,WN,0
2477,1,4,5,1705,WN,1
2483,1,4,5,1910,WN,1
2484,1,4,5,1705,WN,0
2486,1,4,5,2025,WN,1
2491,1,4,5,1925,WN,0
2493,1,4,5,1740,WN,0
2498,1,4,5,1740,WN,1
2505,1,4,5,915,WN,1
2506,1,4,5,1535,WN,0
2507,1,4,5,1355,WN,1
2510,1,4,5,1330,WN,0
2514,1,4,5,1835,WN,1
2517,1,4,5,700,WN,0
2518,1,4,5,1945,WN,1
2519,1,4,5,1205,WN,1
2520,1,4,5,655,WN,1
2524,1,4,5,1005,WN,0
2525,1,4,5,1910,WN,0
2530,1,4,5,1750,WN,0
2531,1,4,5,1110,WN,0
2533,1,4,5,1645,WN,1
2537,1,4,5,1005,WN,1
2540,1,4,5,1850,WN,1
2551,1,4,5,1750,WN,1
2553,1,4,5,1350,WN,1
2556,1,4,5,1835,WN,0
2557,1,4,5,1000,WN,1
2558,1,4,5,1535,WN,0
2559,1,4,5,900,WN,0
2562,1,4,5,1705,WN,1
2563,1,4,5,2145,WN,0
2564,1,4,5,1905,WN,1
2569,1,4,5,920,WN,0
2570,1,4,5,1905,WN,0
2571,1,4,5,925,WN,1
2572,1,4,5,1850,WN,1
2575,1,4,5,1840,WN,1
2577,1,4,5,1820,WN,0
2580,1,4,5,1335,WN,1
2582,1,4,5,1605,WN,1
2585,1,4,5,2030,WN,0
2586,1,4,5,755,WN,0
2589,1,4,5,2005,WN,1
2591,1,4,5,755,WN,0
2593,1,4,5,1815,WN,0
2599,1,4,5,1735,WN,0
2600,1,4,5,2030,WN,0
2602,1,4,5,1530,WN,0
2607,1,4,5,1135,WN,1
2608,1,4,5,1640,WN,0
2610,1,4,5,920,WN,1
2612,1,4,5,1735,WN,0
2613,1,4,5,945,WN,1
2615,1,4,5,1525,WN,1
2620,1,4,5,715,WN,0
2621,1,4,5,1840,WN,1
2625,1,4,5,1800,WN,1
2626,1,4,5,1940,WN,0
2632,1,4,5,830,WN,1
2633,1,4,5,1600,WN,1
2634,1,4,5,2040,WN,0
2635,1,4,5,1755,WN,1
2639,1,4,5,2040,WN,0
2641,1,4,5,1640,WN,0
2642,1,4,5,1000,WN,0
2643,1,4,5,1835,WN,0
2644,1,4,5,1535,WN,0
2647,1,4,5,1845,WN,0
2651,1,4,5,1905,WN,0
2656,1,4,5,1305,WN,1
2657,1,4,5,1550,WN,0
2660,1,4,5,825,WN,0
2661,1,4,5,1110,WN,1
2664,1,4,5,1540,WN,0
2665,1,4,5,1100,WN,1
2666,1,4,5,1315,WN,1
2667,1,4,5,720,WN,1
2668,1,4,5,1820,WN,0
2669,1,4,5,950,WN,0
2670,1,4,5,645,WN,0
2671,1,4,5,1750,WN,0
2672,1,4,5,1630,WN,1
2673,1,4,5,740,WN,1
2674,1,4,5,1525,WN,1
2675,1,4,5,1630,WN,0
2677,1,4,5,840,WN,0
2678,1,4,5,1100,WN,1
2679,1,4,5,1215,WN,0
2680,1,4,5,1000,WN,0
2681,1,4,5,1420,WN,0
2682,1,4,5,1305,WN,1
2683,1,4,5,1535,WN,0
2684,1,4,5,1745,WN,0
2685,1,4,5,2105,WN,0
2686,1,4,5,1915,WN,1
2688,1,4,5,1425,WN,0
2689,1,4,5,2140,WN,0
2690,1,4,5,1930,WN,1
2692,1,4,5,810,WN,0
2693,1,4,5,1125,WN,0
2694,1,4,5,1355,WN,0
2696,1,4,5,1520,WN,0
2697,1,4,5,2030,WN,1
2698,1,4,5,1720,WN,0
2699,1,4,5,1650,WN,0
2700,1,4,5,1900,WN,0
2701,1,4,5,1750,WN,0
2706,1,4,5,2115,WN,0
2707,1,4,5,2020,WN,0
2708,1,4,5,1610,WN,1
2709,1,4,5,1300,WN,0
2710,1,4,5,945,WN,1
2711,1,4,5,1830,WN,0
2713,1,4,5,1345,WN,0
2714,1,4,5,700,WN,0
2715,1,4,5,1915,WN,0
2716,1,4,5,1830,WN,0
2717,1,4,5,1520,WN,1
2719,1,4,5,2055,WN,1
2720,1,4,5,1345,WN,1
2721,1,4,5,1615,WN,0
2722,1,4,5,1040,WN,1
2725,1,4,5,1940,WN,1
2726,1,4,5,705,WN,0
2727,1,4,5,2055,WN,1
2728,1,4,5,1630,WN,0
2729,1,4,5,1145,WN,0
2731,1,4,5,1215,WN,0
2732,1,4,5,1800,WN,0
2733,1,4,5,1435,WN,0
2734,1,4,5,1040,WN,1
2739,1,4,5,830,WN,0
2740,1,4,5,1645,WN,1
2742,1,4,5,1025,WN,0
2749,1,4,5,2125,WN,0
2753,1,4,5,1740,WN,1
2755,1,4,5,1805,WN,0
2756,1,4,5,1310,WN,1
2758,1,4,5,630,WN,1
2759,1,4,5,1355,WN,0
2766,1,4,5,925,WN,0
2767,1,4,5,650,WN,0
2768,1,4,5,1145,WN,1
2770,1,4,5,2115,WN,1
2772,1,4,5,1355,WN,0
2782,1,4,5,710,WN,1
2783,1,4,5,1210,WN,0
2784,1,4,5,1815,WN,0
2787,1,4,5,1120,WN,0
2788,1,4,5,1510,WN,1
2792,1,4,5,2010,WN,0
2796,1,4,5,1200,WN,0
2797,1,4,5,1635,WN,1
2799,1,4,5,820,WN,1
2801,1,4,5,1205,WN,1
2804,1,4,5,700,WN,1
2805,1,4,5,1955,WN,1
2808,1,4,5,935,WN,1
2809,1,4,5,1740,WN,1
2810,1,4,5,1505,WN,0
2815,1,4,5,855,WN,1
2818,1,4,5,1845,WN,0
2820,1,4,5,700,WN,0
2821,1,4,5,1925,WN,0
2822,1,4,5,955,WN,1
2836,1,4,5,620,WN,1
2841,1,4,5,825,WN,1
2842,1,4,5,950,WN,1
2845,1,4,5,1610,WN,1
2846,1,4,5,1125,WN,1
2848,1,4,5,940,WN,1
2849,1,4,5,1630,WN,0
2850,1,4,5,1205,WN,1
2851,1,4,5,2015,WN,1
2852,1,4,5,800,WN,0
2853,1,4,5,1715,WN,1
2856,1,4,5,1150,WN,1
2859,1,4,5,1735,WN,1
2860,1,4,5,1355,WN,0
2861,1,4,5,1115,WN,0
2862,1,4,5,625,WN,1
2864,1,4,5,1850,WN,1
2866,1,4,5,1100,WN,0
2869,1,4,5,1855,WN,1
2871,1,4,5,2040,WN,0
2876,1,4,5,1325,WN,0
2878,1,4,5,1510,WN,0
2880,1,4,5,2110,WN,0
2881,1,4,5,1125,WN,1
2882,1,4,5,1700,WN,1
2885,1,4,5,1510,WN,0
2886,1,4,5,1840,WN,0
2887,1,4,5,845,WN,1
2888,1,4,5,1535,WN,0
2889,1,4,5,1055,WN,0
2895,1,4,5,840,WN,0
2898,1,4,5,1915,WN,0
2900,1,4,5,630,WN,1
2902,1,4,5,1250,WN,0
2904,1,4,5,2100,WN,0
2905,1,4,5,800,WN,0
2909,1,4,5,1650,WN,0
2915,1,4,5,1050,WN,1
2918,1,4,5,1855,WN,1
2922,1,4,5,830,WN,0
2925,1,4,5,1400,WN,0
2928,1,4,5,725,WN,0
2932,1,4,5,2000,WN,1
2934,1,4,5,715,WN,0
2937,1,4,5,1605,WN,1
2939,1,4,5,840,WN,1
2941,1,4,5,745,WN,0
2942,1,4,5,1920,WN,0
2943,1,4,5,2035,WN,0
2959,1,4,5,1740,WN,0
2962,1,4,5,1045,WN,1
2963,1,4,5,1700,WN,1
2965,1,4,5,1350,WN,0
2967,1,4,5,1800,WN,0
2968,1,4,5,1855,WN,1
2971,1,4,5,1410,WN,0
2984,1,4,5,1935,WN,1
2986,1,4,5,1810,WN,1
2989,1,4,5,2005,WN,1
2993,1,4,5,1650,WN,1
2995,1,4,5,1950,WN,1
3001,1,4,5,730,WN,0
3009,1,4,5,1200,WN,0
3012,1,4,5,1330,WN,1
3013,1,4,5,1400,WN,0
3014,1,4,5,1430,WN,1
3018,1,4,5,1630,WN,0
3019,1,4,5,1700,WN,0
3020,1,4,5,1730,WN,0
3021,1,4,5,1800,WN,1
3022,1,4,5,1830,WN,0
3023,1,4,5,1900,WN,1
3027,1,4,5,2100,WN,1
3034,1,4,5,1845,WN,0
3038,1,4,5,915,WN,1
3040,1,4,5,2115,WN,0
3041,1,4,5,1925,WN,1
3042,1,4,5,1430,WN,0
3043,1,4,5,1655,WN,0
3047,1,4,5,1315,WN,0
3048,1,4,5,1820,WN,0
3049,1,4,5,1555,WN,1
3052,1,4,5,1350,WN,1
3053,1,4,5,1915,WN,0
3055,1,4,5,1615,WN,0
3058,1,4,5,650,WN,0
3059,1,4,5,2015,WN,0
3060,1,4,5,1215,WN,0
3062,1,4,5,1835,WN,0
3065,1,4,5,1510,WN,1
3069,1,4,5,1935,WN,0
3071,1,4,5,1755,WN,0
3074,1,4,5,1520,WN,0
3075,1,4,5,1700,WN,1
3078,1,4,5,2040,WN,0
3085,1,4,5,1800,WN,0
3088,1,4,5,1905,WN,1
3090,1,4,5,1325,WN,0
3092,1,4,5,2105,WN,0
3098,1,4,5,1415,WN,1
3103,1,4,5,1345,WN,0
3104,1,4,5,1555,WN,0
3107,1,4,5,1700,WN,0
3111,1,4,5,1925,WN,1
3113,1,4,5,1155,WN,1
3114,1,4,5,1620,WN,0
3117,1,4,5,1845,WN,0
3118,1,4,5,1425,WN,0
3121,1,4,5,1825,WN,1
3122,1,4,5,1535,WN,0
3123,1,4,5,1635,WN,0
3126,1,4,5,1130,WN,0
3128,1,4,5,2035,WN,1
3129,1,4,5,1745,WN,0
3130,1,4,5,1320,WN,0
3132,1,4,5,1505,WN,0
3133,1,4,5,945,WN,0
3134,1,4,5,1805,WN,1
3137,1,4,5,1405,WN,0
3138,1,4,5,1140,WN,0
3139,1,4,5,1825,WN,1
3141,1,4,5,940,WN,0
3145,1,4,5,2005,WN,0
3147,1,4,5,1615,WN,0
3148,1,4,5,1225,WN,0
3150,1,4,5,1625,WN,0
3151,1,4,5,910,WN,0
3152,1,4,5,2050,WN,0
3153,1,4,5,1545,WN,0
3155,1,4,5,1635,WN,0
3156,1,4,5,1325,WN,0
3157,1,4,5,1135,WN,0
3164,1,4,5,1435,WN,1
3167,1,4,5,1930,WN,0
3170,1,4,5,2050,WN,0
3172,1,4,5,1845,WN,0
3173,1,4,5,1205,WN,0
3176,1,4,5,825,WN,0
3178,1,4,5,1635,WN,1
3180,1,4,5,2045,WN,0
3182,1,4,5,905,WN,0
3183,1,4,5,1110,WN,1
3184,1,4,5,1610,WN,1
3185,1,4,5,2005,WN,0
3186,1,4,5,1300,WN,0
3188,1,4,5,1710,WN,0
3190,1,4,5,1340,WN,1
3191,1,4,5,1625,WN,0
3193,1,4,5,1200,WN,0
3194,1,4,5,1825,WN,0
3195,1,4,5,825,WN,1
3196,1,4,5,1850,WN,0
3198,1,4,5,2100,WN,0
3203,1,4,5,1755,WN,1
3205,1,4,5,1435,WN,0
3207,1,4,5,1845,WN,1
3208,1,4,5,1145,WN,1
3209,1,4,5,710,WN,0
3210,1,4,5,1410,WN,0
3216,1,4,5,1500,WN,0
3222,1,4,5,1350,WN,0
3226,1,4,5,2040,WN,0
3227,1,4,5,1905,WN,0
3228,1,4,5,1515,WN,1
3230,1,4,5,1300,WN,0
3233,1,4,5,740,WN,1
3234,1,4,5,2015,WN,0
3236,1,4,5,1120,WN,0
3241,1,4,5,1905,WN,1
3242,1,4,5,1600,WN,0
3243,1,4,5,1810,WN,1
3245,1,4,5,2130,WN,0
3252,1,4,5,1830,WN,0
3255,1,4,5,1645,WN,0
3256,1,4,5,1800,WN,0
3257,1,4,5,1200,WN,0
3259,1,4,5,1420,WN,0
3261,1,4,5,1005,WN,0
3267,1,4,5,1705,WN,0
3268,1,4,5,1330,WN,0
3272,1,4,5,1550,WN,0
3278,1,4,5,805,WN,0
3282,1,4,5,1950,WN,0
3305,1,4,5,1200,WN,1
3314,1,4,5,1630,WN,0
3317,1,4,5,1800,WN,0
3318,1,4,5,1830,WN,0
3319,1,4,5,1900,WN,1
3326,1,4,5,1310,WN,1
3327,1,4,5,715,WN,0
3328,1,4,5,1650,WN,0
3330,1,4,5,2015,WN,0
3332,1,4,5,1655,WN,0
3337,1,4,5,1420,WN,0
3338,1,4,5,1550,WN,0
3341,1,4,5,2120,WN,0
3343,1,4,5,1715,WN,1
3345,1,4,5,2040,WN,0
3346,1,4,5,1305,WN,0
3347,1,4,5,1325,WN,1
3352,1,4,5,1255,WN,0
3353,1,4,5,800,WN,1
3355,1,4,5,1825,WN,1
3356,1,4,5,1325,WN,1
3359,1,4,5,855,WN,0
3361,1,4,5,2020,WN,1
3362,1,4,5,1745,WN,1
3365,1,4,5,1425,WN,1
3366,1,4,5,2015,WN,0
3367,1,4,5,615,WN,0
3368,1,4,5,1730,WN,0
3372,1,4,5,2120,WN,1
3374,1,4,5,1005,WN,1
3380,1,4,5,1710,WN,0
3384,1,4,5,1125,WN,1
3388,1,4,5,1520,WN,0
3390,1,4,5,920,WN,0
3391,1,4,5,1340,WN,1
3395,1,4,5,1105,WN,1
3400,1,4,5,2055,WN,0
3404,1,4,5,630,WN,0
3408,1,4,5,1455,WN,1
3409,1,4,5,1855,WN,0
3423,1,4,5,1710,WN,0
3433,1,4,5,2100,WN,0
3434,1,4,5,1720,WN,0
3437,1,4,5,1955,WN,1
3441,1,4,5,1755,WN,0
3444,1,4,5,1040,WN,1
3445,1,4,5,615,WN,1
3448,1,4,5,1510,WN,0
3449,1,4,5,1430,WN,0
3454,1,4,5,745,WN,1
3456,1,4,5,1325,WN,0
3458,1,4,5,1625,WN,0
3459,1,4,5,1840,WN,1
3462,1,4,5,1455,WN,0
3464,1,4,5,1925,WN,1
3465,1,4,5,635,WN,0
3466,1,4,5,730,WN,0
3467,1,4,5,1945,WN,1
3469,1,4,5,710,WN,1
3470,1,4,5,1300,WN,1
3471,1,4,5,1430,WN,1
3472,1,4,5,1555,WN,1
3473,1,4,5,830,WN,0
3474,1,4,5,1650,WN,0
3476,1,4,5,1355,WN,0
3477,1,4,5,1230,WN,1
3478,1,4,5,1725,WN,0
3479,1,4,5,720,WN,1
3480,1,4,5,640,WN,1
3483,1,4,5,635,WN,0
3485,1,4,5,1435,WN,0
3487,1,4,5,615,WN,0
3489,1,4,5,1940,WN,1
3491,1,4,5,1850,WN,0
3492,1,4,5,700,WN,0
3493,1,4,5,925,WN,1
3495,1,4,5,1040,WN,1
3496,1,4,5,1535,WN,1
3506,1,4,5,1730,WN,0
3510,1,4,5,820,WN,1
3511,1,4,5,1650,WN,0
3516,1,4,5,1445,WN,1
3518,1,4,5,2125,WN,0
3519,1,4,5,1230,WN,1
3521,1,4,5,1600,WN,1
3522,1,4,5,1915,WN,1
3523,1,4,5,1655,WN,0
3524,1,4,5,1155,WN,0
3525,1,4,5,1240,WN,0
3526,1,4,5,2015,WN,0
3528,1,4,5,1640,WN,0
3529,1,4,5,905,WN,0
3531,1,4,5,1240,WN,0
3532,1,4,5,1440,WN,0
3533,1,4,5,1930,WN,0
3535,1,4,5,1535,WN,0
3536,1,4,5,1715,WN,0
3539,1,4,5,1740,WN,0
3541,1,4,5,2055,WN,0
3542,1,4,5,1910,WN,1
3543,1,4,5,1355,WN,1
3544,1,4,5,1050,WN,0
3546,1,4,5,1630,WN,0
3547,1,4,5,915,WN,1
3548,1,4,5,1220,WN,1
3550,1,4,5,845,WN,0
3551,1,4,5,1730,WN,1
3554,1,4,5,1740,WN,0
3555,1,4,5,1200,WN,1
3558,1,4,5,2115,WN,0
3559,1,4,5,1315,WN,1
3560,1,4,5,1955,WN,0
3562,1,4,5,1600,WN,1
3563,1,4,5,1710,WN,0
3565,1,4,5,1050,WN,0
3566,1,4,5,1620,WN,1
3567,1,4,5,1735,WN,1
3568,1,4,5,1140,WN,1
3569,1,4,5,740,WN,1
3570,1,4,5,2010,WN,0
3571,1,4,5,1525,WN,0
3572,1,4,5,1820,WN,0
3573,1,4,5,1050,WN,1
3574,1,4,5,1510,WN,1
3575,1,4,5,1715,WN,1
3576,1,4,5,2150,WN,1
3577,1,4,5,1825,WN,1
3584,1,4,5,1200,WN,1
3585,1,4,5,2005,WN,0
3586,1,4,5,2120,WN,1
3587,1,4,5,1025,WN,1
3589,1,4,5,1100,WN,1
3590,1,4,5,850,WN,0
3591,1,4,5,1110,WN,0
3592,1,4,5,1210,WN,0
3593,1,4,5,2005,WN,1
3594,1,4,5,1905,WN,1
3595,1,4,5,1510,WN,0
3598,1,4,5,1300,WN,0
3599,1,4,5,1500,WN,1
3601,1,4,5,1050,WN,1
3602,1,4,5,1415,WN,1
3604,1,4,5,755,WN,0
3606,1,4,5,1700,WN,1
3607,1,4,5,1845,WN,1
3608,1,4,5,1815,WN,1
3609,1,4,5,1930,WN,1
3610,1,4,5,1310,WN,0
3611,1,4,5,1645,WN,1
3613,1,4,5,1825,WN,1
3614,1,4,5,1110,WN,1
3616,1,4,5,1345,WN,1
3617,1,4,5,1740,WN,1
3618,1,4,5,1205,WN,1
3619,1,4,5,1505,WN,0
3621,1,4,5,2125,WN,1
3622,1,4,5,1900,WN,1
3625,1,4,5,2155,WN,1
3626,1,4,5,2020,WN,0
3628,1,4,5,1145,WN,0
3629,1,4,5,1315,WN,1
3630,1,4,5,1920,WN,1
3631,1,4,5,910,WN,1
3637,1,4,5,2120,WN,1
3638,1,4,5,835,WN,1
3640,1,4,5,1800,WN,1
3641,1,4,5,1330,WN,1
3642,1,4,5,1655,WN,0
3643,1,4,5,1755,WN,1
3645,1,4,5,1255,WN,1
3646,1,4,5,2040,WN,1
3647,1,4,5,1045,WN,1
3648,1,4,5,1700,WN,1
3652,1,4,5,1810,WN,1
3653,1,4,5,1740,WN,1
3654,1,4,5,1545,WN,1
3655,1,4,5,1205,WN,1
3656,1,4,5,1110,WN,1
3657,1,4,5,1005,WN,0
3660,1,4,5,2040,WN,1
3662,1,4,5,1450,WN,1
3663,1,4,5,1945,WN,0
3664,1,4,5,1630,WN,0
3667,1,4,5,1745,WN,1
3668,1,4,5,915,WN,1
3669,1,4,5,1600,WN,1
3670,1,4,5,1120,WN,1
3671,1,4,5,1725,WN,0
3672,1,4,5,1630,WN,1
3673,1,4,5,1855,WN,1
3676,1,4,5,1540,WN,1
3678,1,4,5,2200,WN,0
3679,1,4,5,2040,WN,0
3682,1,4,5,1255,WN,0
3683,1,4,5,1350,WN,0
3684,1,4,5,1110,WN,0
3686,1,4,5,1220,WN,0
3687,1,4,5,2050,WN,0
3691,1,4,5,1905,WN,0
3692,1,4,5,1740,WN,0
3693,1,4,5,2125,WN,0
3694,1,4,5,1425,WN,0
3695,1,4,5,1515,WN,0
3696,1,4,5,2155,WN,0
3699,1,4,5,1445,WN,0
3700,1,4,5,1935,WN,1
3701,1,4,5,1040,WN,0
3702,1,4,5,750,WN,1
3703,1,4,5,1810,WN,1
3704,1,4,5,1645,WN,0
3705,1,4,5,2005,WN,0
3707,1,4,5,1050,WN,0
3708,1,4,5,1355,WN,0
3710,1,4,5,1700,WN,1
3713,1,4,5,2105,WN,0
3714,1,4,5,1215,WN,0
3717,1,4,5,1945,WN,0
3718,1,4,5,1855,WN,1
3720,1,4,5,1520,WN,1
3721,1,4,5,1000,WN,0
3723,1,4,5,1655,WN,0
3724,1,4,5,1100,WN,0
3725,1,4,5,1905,WN,1
3726,1,4,5,830,WN,0
3727,1,4,5,2050,WN,0
3728,1,4,5,1555,WN,0
3729,1,4,5,1355,WN,1
3730,1,4,5,2140,WN,0
3732,1,4,5,1910,WN,1
3733,1,4,5,1350,WN,0
3735,1,4,5,1730,WN,0
3736,1,4,5,905,WN,0
3737,1,4,5,1115,WN,0
3738,1,4,5,1515,WN,0
3739,1,4,5,2100,WN,0
3742,1,4,5,1820,WN,0
3743,1,4,5,1010,WN,0
3746,1,4,5,1050,WN,0
3747,1,4,5,1530,WN,0
3748,1,4,5,1855,WN,0
3749,1,4,5,1725,WN,0
3750,1,4,5,1035,WN,0
3751,1,4,5,2115,WN,0
3752,1,4,5,1725,WN,1
3754,1,4,5,1320,WN,0
3755,1,4,5,2030,WN,0
3756,1,4,5,1050,WN,1
3757,1,4,5,1710,WN,1
3758,1,4,5,2025,WN,1
3759,1,4,5,1315,WN,1
3761,1,4,5,1015,WN,1
3763,1,4,5,1540,WN,0
3764,1,4,5,1255,WN,0
3765,1,4,5,1320,WN,1
3766,1,4,5,1735,WN,1
3767,1,4,5,945,WN,0
3768,1,4,5,1145,WN,1
3769,1,4,5,1625,WN,0
3770,1,4,5,805,WN,1
3771,1,4,5,1935,WN,0
3772,1,4,5,1425,WN,1
3773,1,4,5,1135,WN,0
3774,1,4,5,1640,WN,0
3775,1,4,5,855,WN,1
3776,1,4,5,1740,WN,0
3777,1,4,5,1015,WN,1
3779,1,4,5,1530,WN,1
3780,1,4,5,1845,WN,0
3782,1,4,5,2100,WN,1
3783,1,4,5,2140,WN,0
3784,1,4,5,1955,WN,1
3785,1,4,5,1335,WN,1
3786,1,4,5,1310,WN,1
3788,1,4,5,1835,WN,1
3789,1,4,5,630,WN,0
3790,1,4,5,1625,WN,1
3792,1,4,5,1240,WN,0
3793,1,4,5,1445,WN,0
3795,1,4,5,625,WN,0
3796,1,4,5,1755,WN,1
3797,1,4,5,1000,WN,1
3798,1,4,5,1900,WN,0
3799,1,4,5,900,WN,0
3800,1,4,5,1400,WN,1
3801,1,4,5,1500,WN,0
3802,1,4,5,1730,WN,1
3803,1,4,5,2100,WN,1
3804,1,4,5,1930,WN,1
3806,1,4,5,1830,WN,1
3807,1,4,5,1430,WN,0
3808,1,4,5,1700,WN,1
3809,1,4,5,1630,WN,1
3811,1,4,5,1600,WN,1
3812,1,4,5,2000,WN,0
3813,1,4,5,1300,WN,0
3816,1,4,5,1200,WN,0
3818,1,4,5,1600,WN,1
3819,1,4,5,1725,WN,1
3823,1,4,5,1905,WN,1
3824,1,4,5,1150,WN,1
3826,1,4,5,1440,WN,1
3827,1,4,5,1005,WN,0
3829,1,4,5,1335,WN,0
3830,1,4,5,635,WN,1
3833,1,4,5,1400,WN,0
3834,1,4,5,1150,WN,1
3837,1,4,5,1955,WN,1
3838,1,4,5,1620,WN,0
3839,1,4,5,1805,WN,0
3841,1,4,5,1050,WN,0
3843,1,4,5,1455,WN,0
3845,1,4,5,2000,WN,0
3847,1,4,5,1130,WN,0
3848,1,4,5,2035,WN,1
3849,1,4,5,1425,WN,0
3851,1,4,5,1825,WN,1
3852,1,4,5,1930,WN,0
3854,1,4,5,1240,WN,0
3856,1,4,5,1700,WN,0
3857,1,4,5,1330,WN,0
3858,1,4,5,1045,WN,0
3860,1,4,5,2010,WN,1
3861,1,4,5,1650,WN,0
3862,1,4,5,1100,WN,0
3863,1,4,5,810,WN,0
3864,1,4,5,1910,WN,0
3867,1,4,5,2125,WN,0
3868,1,4,5,1505,WN,0
3869,1,4,5,1350,WN,0
3870,1,4,5,1715,WN,1
3871,1,4,5,2035,WN,0
3872,1,4,5,1655,WN,0
3873,1,4,5,1345,WN,0
3874,1,4,5,1850,WN,0
3876,1,4,5,1655,WN,0
3877,1,4,5,1040,WN,0
3878,1,4,5,2040,WN,0
3879,1,4,5,1910,WN,0
3880,1,4,5,1745,WN,0
3888,1,4,5,1525,WN,1
3894,1,4,5,1500,WN,0
3895,1,4,5,1705,WN,1
3900,1,4,5,1405,WN,0
3902,1,4,5,1035,WN,0
3904,1,4,5,1815,WN,1
3909,1,4,5,1535,WN,0
3916,1,4,5,1450,WN,0
3917,1,4,5,1730,WN,0
3918,1,4,5,1850,WN,1
3922,1,4,5,2115,WN,0
3925,1,4,5,1350,WN,0
3926,1,4,5,1930,WN,1
3929,1,4,5,1235,WN,0
3930,1,4,5,1910,WN,1
3934,1,4,5,1855,WN,0
3938,1,4,5,1850,WN,1
3941,1,4,5,1725,WN,0
3948,1,4,5,1025,WN,0
3949,1,4,5,1850,WN,0
3950,1,4,5,1245,WN,0
3953,1,4,5,2100,WN,0
3955,1,4,5,1805,WN,0
3964,1,4,5,900,WN,1
3965,1,4,5,1530,WN,0
3968,1,4,5,2125,WN,0
3969,1,4,5,1700,WN,0
3970,1,4,5,1230,WN,0
3972,1,4,5,1635,WN,0
3973,1,4,5,2025,WN,0
3974,1,4,5,1045,WN,0
3977,1,4,5,1430,WN,0
3980,1,4,5,1450,WN,0
3983,1,4,5,1835,WN,1
3986,1,4,5,805,WN,0
3987,1,4,5,1440,WN,0
3988,1,4,5,1030,WN,1
3989,1,4,5,1810,WN,0
3990,1,4,5,1245,WN,0
3993,1,4,5,1300,WN,1
3996,1,4,5,1645,WN,0
4000,1,4,5,1655,WN,0
4002,1,4,5,1015,WN,0
4004,1,4,5,1400,WN,0
4008,1,4,5,1445,WN,0
4013,1,4,5,720,WN,0
4020,1,4,5,1110,WN,0
4023,1,4,5,1330,WN,0
4024,1,4,5,1525,WN,0
4025,1,4,5,700,WN,1
4028,1,4,5,2055,WN,1
4029,1,4,5,1850,WN,1
4031,1,4,5,950,WN,1
4034,1,4,5,615,WN,1
4035,1,4,5,1420,WN,0
4036,1,4,5,1040,WN,0
4037,1,4,5,1740,WN,0
4040,1,4,5,1220,WN,0
4042,1,4,5,1840,WN,0
4043,1,4,5,2030,WN,0
4046,1,4,5,1100,WN,0
4047,1,4,5,1840,WN,1
4050,1,4,5,1015,WN,1
4052,1,4,5,1620,WN,0
4057,1,4,5,935,WN,0
4068,1,4,5,735,WN,0
4077,1,4,5,1250,WN,0
4078,1,4,5,2105,WN,0
4084,1,4,5,2115,WN,1
4089,1,4,5,1145,WN,1
4095,1,4,5,2105,WN,0
4097,1,4,5,1755,WN,0
4098,1,4,5,1030,WN,0
4099,1,4,5,1505,WN,0
4101,1,4,5,1425,WN,1
4105,1,4,5,1535,WN,1
4107,1,4,5,1550,WN,0
4111,1,4,5,1905,WN,1
4112,1,4,5,1900,WN,0
4116,1,4,5,1945,WN,0
4119,1,4,5,800,WN,0
4120,1,4,5,1210,WN,0
4121,1,4,5,1540,WN,0
4122,1,4,5,2035,WN,0
4124,1,4,5,2110,WN,1
4125,1,4,5,615,WN,1
4126,1,4,5,820,WN,0
4127,1,4,5,1255,WN,1
4128,1,4,5,1955,WN,0
4129,1,4,5,1950,WN,0
4133,1,4,5,850,WN,1
4134,1,4,5,1035,WN,0
4135,1,4,5,2125,WN,0
4138,1,4,5,2105,WN,1
4142,1,4,5,600,WN,1
4143,1,4,5,1600,WN,1
4146,1,4,5,2135,WN,0
4151,1,4,5,1730,WN,1
4152,1,4,5,2025,WN,0
4153,1,4,5,1220,WN,1
4154,1,4,5,930,WN,1
4156,1,4,5,1425,WN,1
4157,1,4,5,1705,WN,1
4161,1,4,5,1610,WN,1
4163,1,4,5,1405,WN,0
4165,1,4,5,2125,WN,0
4166,1,4,5,1305,WN,1
4167,1,4,5,1735,WN,1
4168,1,4,5,925,WN,0
4169,1,4,5,1955,WN,1
