,Month,DayofMonth,DayOfWeek,CRSDepTime,UniqueCarrier,Class
1140,1,3,4,1820,WN,1
1144,1,3,4,1050,WN,1
1145,1,3,4,1455,WN,1
1146,1,3,4,1615,WN,1
1147,1,3,4,915,WN,1
1148,1,3,4,2100,WN,1
1151,1,3,4,1250,WN,1
1152,1,3,4,1730,WN,1
1154,1,3,4,1850,WN,1
1157,1,3,4,1250,WN,1
1158,1,3,4,1555,WN,1
1159,1,3,4,1425,WN,1
1160,1,3,4,2030,WN,1
1161,1,3,4,2125,WN,1
1164,1,3,4,1920,WN,0
1166,1,3,4,1720,WN,1
1171,1,3,4,1745,WN,0
1172,1,3,4,1840,WN,1
1174,1,3,4,1445,WN,0
1175,1,3,4,2115,WN,0
1177,1,3,4,740,WN,1
1178,1,3,4,1400,WN,1
1181,1,3,4,1725,WN,0
1182,1,3,4,1145,WN,1
1183,1,3,4,950,WN,1
1186,1,3,4,1515,WN,0
1187,1,3,4,2050,WN,0
1189,1,3,4,2135,WN,0
1190,1,3,4,1610,WN,0
1191,1,3,4,1155,WN,1
1192,1,3,4,1800,WN,0
1194,1,3,4,1925,WN,0
1195,1,3,4,1335,WN,1
1198,1,3,4,2010,WN,0
1201,1,3,4,1720,WN,0
1202,1,3,4,1420,WN,1
1203,1,3,4,1010,WN,1
1204,1,3,4,720,WN,0
1205,1,3,4,655,WN,0
1206,1,3,4,1640,WN,0
1207,1,3,4,1210,WN,1
1208,1,3,4,915,WN,0
1209,1,3,4,1835,WN,0
1210,1,3,4,630,WN,0
1211,1,3,4,1650,WN,0
1212,1,3,4,1320,WN,1
1213,1,3,4,1950,WN,1
1215,1,3,4,1600,WN,0
1218,1,3,4,1840,WN,0
1220,1,3,4,1455,WN,0
1222,1,3,4,1805,WN,0
1224,1,3,4,1400,WN,0
1226,1,3,4,1045,WN,1
1227,1,3,4,1320,WN,0
1229,1,3,4,1610,WN,0
1231,1,3,4,1525,WN,0
1232,1,3,4,1255,WN,0
1233,1,3,4,2050,WN,1
1234,1,3,4,905,WN,0
1235,1,3,4,2035,WN,1
1236,1,3,4,1500,WN,0
1237,1,3,4,1055,WN,0
1240,1,3,4,1335,WN,0
1241,1,3,4,2025,WN,0
1242,1,3,4,1840,WN,0
1243,1,3,4,1425,WN,0
1245,1,3,4,1140,WN,0
1247,1,3,4,1105,WN,1
1248,1,3,4,1850,WN,0
1249,1,3,4,620,WN,1
1251,1,3,4,1940,WN,0
1253,1,3,4,1420,WN,0
1254,1,3,4,1925,WN,0
1256,1,3,4,1550,WN,1
1257,1,3,4,1135,WN,0
1258,1,3,4,1740,WN,1
1259,1,3,4,1045,WN,0
1260,1,3,4,705,WN,0
1261,1,3,4,1315,WN,0
1263,1,3,4,835,WN,0
1264,1,3,4,1120,WN,0
1265,1,3,4,1840,WN,0
1266,1,3,4,2045,WN,0
1267,1,3,4,1515,WN,1
1268,1,3,4,1805,WN,0
1270,1,3,4,1310,WN,1
1271,1,3,4,2010,WN,0
1272,1,3,4,1435,WN,0
1274,1,3,4,1205,WN,1
1275,1,3,4,1845,WN,1
1276,1,3,4,850,WN,0
1277,1,3,4,1040,WN,1
1278,1,3,4,1735,WN,0
1280,1,3,4,1915,WN,1
1282,1,3,4,1410,WN,1
1284,1,3,4,1545,WN,0
1285,1,3,4,940,WN,0
1286,1,3,4,1755,WN,0
1288,1,3,4,2045,WN,1
1289,1,3,4,1035,WN,0
1291,1,3,4,1505,WN,0
1293,1,3,4,2040,WN,0
1294,1,3,4,1905,WN,1
1295,1,3,4,1620,WN,0
1296,1,3,4,945,WN,0
1297,1,3,4,1255,WN,0
1298,1,3,4,1010,WN,0
1300,1,3,4,1500,WN,0
1302,1,3,4,2010,WN,1
1304,1,3,4,1520,WN,0
1305,1,3,4,825,WN,0
1306,1,3,4,1630,WN,1
1307,1,3,4,1045,WN,1
1308,1,3,4,1635,WN,0
1310,1,3,4,1315,WN,1
1311,1,3,4,2120,WN,1
1312,1,3,4,1050,WN,1
1314,1,3,4,915,WN,0
1315,1,3,4,1955,WN,1
1316,1,3,4,1205,WN,0
1318,1,3,4,1415,WN,1
1319,1,3,4,1715,WN,0
1320,1,3,4,1825,WN,1
1323,1,3,4,835,WN,1
1324,1,3,4,1110,WN,0
1328,1,3,4,1925,WN,1
1329,1,3,4,1405,WN,0
1330,1,3,4,620,WN,1
1332,1,3,4,2155,WN,0
1333,1,3,4,1405,WN,0
1335,1,3,4,1720,WN,0
1336,1,3,4,1110,WN,0
1337,1,3,4,1955,WN,0
1338,1,3,4,1450,WN,0
1339,1,3,4,1630,WN,0
1342,1,3,4,1105,WN,0
1343,1,3,4,2015,WN,0
1344,1,3,4,1600,WN,1
1345,1,3,4,840,WN,0
1346,1,3,4,1935,WN,1
1347,1,3,4,2005,WN,0
1349,1,3,4,1555,WN,0
1350,1,3,4,1255,WN,0
1351,1,3,4,950,WN,0
1352,1,3,4,1340,WN,0
1354,1,3,4,1545,WN,0
1355,1,3,4,1750,WN,0
1356,1,3,4,1835,WN,0
1357,1,3,4,1055,WN,0
1358,1,3,4,800,WN,0
1359,1,3,4,2010,WN,0
1360,1,3,4,2135,WN,0
1362,1,3,4,1105,WN,0
1364,1,3,4,1210,WN,0
1365,1,3,4,1445,WN,0
1366,1,3,4,905,WN,0
1368,1,3,4,1945,WN,0
1370,1,3,4,1320,WN,0
1371,1,3,4,1540,WN,0
1372,1,3,4,2035,WN,1
1373,1,3,4,950,WN,0
1375,1,3,4,1305,WN,0
1376,1,3,4,1900,WN,0
1377,1,3,4,1500,WN,1
1378,1,3,4,1720,WN,1
1379,1,3,4,2135,WN,1
1381,1,3,4,1250,WN,0
1382,1,3,4,1615,WN,0
1384,1,3,4,2000,WN,0
1385,1,3,4,915,WN,0
1386,1,3,4,1055,WN,1
1387,1,3,4,1725,WN,0
1391,1,3,4,1505,WN,0
1392,1,3,4,830,WN,0
1393,1,3,4,1650,WN,0
1394,1,3,4,1720,WN,0
1396,1,3,4,1900,WN,1
1397,1,3,4,900,WN,1
1398,1,3,4,2120,WN,1
1401,1,3,4,730,WN,0
1403,1,3,4,2030,WN,0
1406,1,3,4,1540,WN,0
1407,1,3,4,1440,WN,1
1408,1,3,4,1815,WN,1
1409,1,3,4,1915,WN,1
1410,1,3,4,1040,WN,1
1411,1,3,4,2050,WN,0
1414,1,3,4,1735,WN,0
1415,1,3,4,1315,WN,0
1416,1,3,4,715,WN,0
1417,1,3,4,1610,WN,1
1419,1,3,4,1955,WN,0
1420,1,3,4,1900,WN,1
1421,1,3,4,2105,WN,0
1422,1,3,4,1240,WN,0
1425,1,3,4,2030,WN,0
1427,1,3,4,1920,WN,1
1428,1,3,4,1050,WN,0
1429,1,3,4,1610,WN,1
1430,1,3,4,1230,WN,0
1431,1,3,4,1350,WN,0
1433,1,3,4,1145,WN,0
1435,1,3,4,1715,WN,1
1438,1,3,4,1905,WN,0
1439,1,3,4,925,WN,0
1440,1,3,4,1455,WN,0
1441,1,3,4,2150,WN,0
1443,1,3,4,2025,WN,1
1445,1,3,4,1515,WN,1
1446,1,3,4,2015,WN,0
1447,1,3,4,715,WN,0
1449,1,3,4,1550,WN,1
1451,1,3,4,1000,WN,0
1452,1,3,4,1110,WN,0
1453,1,3,4,1720,WN,0
1454,1,3,4,1850,WN,0
1455,1,3,4,2135,WN,1
1457,1,3,4,700,WN,1
1458,1,3,4,2020,WN,0
1460,1,3,4,835,WN,0
1461,1,3,4,1345,WN,1
1462,1,3,4,1945,WN,1
1463,1,3,4,940,WN,0
1464,1,3,4,1600,WN,0
1465,1,3,4,1310,WN,1
1468,1,3,4,2120,WN,1
1469,1,3,4,1430,WN,0
1470,1,3,4,1020,WN,0
1471,1,3,4,1405,WN,0
1472,1,3,4,2120,WN,1
1473,1,3,4,2045,WN,1
1474,1,3,4,1645,WN,0
1476,1,3,4,1030,WN,0
1477,1,3,4,845,WN,0
1479,1,3,4,1730,WN,0
1481,1,3,4,1610,WN,0
1482,1,3,4,800,WN,0
1483,1,3,4,1455,WN,0
1484,1,3,4,1840,WN,1
1485,1,3,4,910,WN,1
1486,1,3,4,2025,WN,0
1487,1,3,4,1615,WN,1
1488,1,3,4,1200,WN,0
1490,1,3,4,850,WN,0
1491,1,3,4,1145,WN,0
1492,1,3,4,1935,WN,0
1493,1,3,4,2115,WN,0
1495,1,3,4,955,WN,1
1496,1,3,4,1415,WN,0
1499,1,3,4,1315,WN,0
1500,1,3,4,1845,WN,1
1502,1,3,4,2120,WN,1
1503,1,3,4,1425,WN,0
1504,1,3,4,825,WN,1
1505,1,3,4,1655,WN,0
1508,1,3,4,1025,WN,1
1510,1,3,4,1500,WN,0
1511,1,3,4,2135,WN,0
1512,1,3,4,1810,WN,1
1513,1,3,4,1635,WN,0
1514,1,3,4,1135,WN,0
1518,1,3,4,1515,WN,1
1520,1,3,4,1720,WN,0
1521,1,3,4,1330,WN,0
1523,1,3,4,1705,WN,0
1524,1,3,4,1905,WN,1
1527,1,3,4,945,WN,0
1528,1,3,4,2040,WN,0
1529,1,3,4,1355,WN,0
1532,1,3,4,1005,WN,0
1533,1,3,4,1925,WN,0
1534,1,3,4,1645,WN,1
1538,1,3,4,2010,WN,0
1540,1,3,4,1755,WN,0
1541,1,3,4,1410,WN,1
1542,1,3,4,1205,WN,0
1543,1,3,4,2035,WN,0
1544,1,3,4,900,WN,0
1545,1,3,4,1455,WN,1
1546,1,3,4,1815,WN,0
1548,1,3,4,1245,WN,0
1552,1,3,4,1325,WN,1
1553,1,3,4,1500,WN,1
1554,1,3,4,1015,WN,0
1556,1,3,4,1630,WN,0
1557,1,3,4,1105,WN,1
1558,1,3,4,1730,WN,0
1559,1,3,4,1925,WN,1
1560,1,3,4,1300,WN,0
1561,1,3,4,635,WN,1
1562,1,3,4,1815,WN,0
1565,1,3,4,1455,WN,0
1567,1,3,4,740,WN,0
1568,1,3,4,730,WN,0
1569,1,3,4,1230,WN,1
1570,1,3,4,720,WN,0
1571,1,3,4,1705,WN,1
1572,1,3,4,945,WN,0
1573,1,3,4,2030,WN,0
1574,1,3,4,1545,WN,1
1575,1,3,4,630,WN,0
1576,1,3,4,1030,WN,1
1577,1,3,4,1925,WN,1
1578,1,3,4,1455,WN,1
1579,1,3,4,825,WN,0
1581,1,3,4,1340,WN,0
1582,1,3,4,1540,WN,0
1583,1,3,4,2005,WN,0
1584,1,3,4,1610,WN,0
1585,1,3,4,655,WN,0
1586,1,3,4,1335,WN,0
1587,1,3,4,1855,WN,1
1588,1,3,4,2020,WN,0
1591,1,3,4,1315,WN,1
1592,1,3,4,1745,WN,0
1594,1,3,4,1645,WN,0
1596,1,3,4,1520,WN,0
1597,1,3,4,1200,WN,0
1602,1,3,4,1255,WN,0
1603,1,3,4,1835,WN,1
1604,1,3,4,1050,WN,0
1607,1,3,4,1835,WN,1
1608,1,3,4,940,WN,1
1609,1,3,4,1130,WN,0
1610,1,3,4,1325,WN,1
1612,1,3,4,2040,WN,0
1613,1,3,4,1700,WN,1
1615,1,3,4,1015,WN,1
1617,1,3,4,1910,WN,0
1618,1,3,4,625,WN,1
1619,1,3,4,1815,WN,1
1621,1,3,4,1410,WN,1
1622,1,3,4,1255,WN,0
1623,1,3,4,1115,WN,1
1624,1,3,4,1545,WN,1
1625,1,3,4,1910,WN,0
1626,1,3,4,2150,WN,1
1627,1,3,4,1340,WN,0
1628,1,3,4,1725,WN,1
1629,1,3,4,1940,WN,0
1630,1,3,4,1030,WN,0
1631,1,3,4,855,WN,1
1633,1,3,4,1445,WN,1
1635,1,3,4,1120,WN,1
1636,1,3,4,1855,WN,0
1638,1,3,4,1050,WN,1
1639,1,3,4,1015,WN,1
1640,1,3,4,1210,WN,0
1641,1,3,4,1805,WN,1
1644,1,3,4,1955,WN,0
1645,1,3,4,1545,WN,0
1647,1,3,4,1720,WN,0
1648,1,3,4,930,WN,0
1649,1,3,4,1135,WN,1
1651,1,3,4,1600,WN,0
1653,1,3,4,1530,WN,0
1654,1,3,4,2035,WN,1
1656,1,3,4,1215,WN,0
1657,1,3,4,1710,WN,0
1658,1,3,4,1240,WN,0
1659,1,3,4,1825,WN,0
1660,1,3,4,1110,WN,1
1661,1,3,4,1910,WN,0
1663,1,3,4,1430,WN,0
1668,1,3,4,1340,WN,1
1670,1,3,4,1345,WN,0
1671,1,3,4,1930,WN,1
1674,1,3,4,1525,WN,1
1675,1,3,4,1435,WN,0
1678,1,3,4,1225,WN,1
1679,1,3,4,1305,WN,0
1680,1,3,4,805,WN,0
1682,1,3,4,1520,WN,0
1684,1,3,4,1025,WN,1
1686,1,3,4,1725,WN,1
1688,1,3,4,1555,WN,1
1689,1,3,4,1800,WN,0
1691,1,3,4,1900,WN,1
1692,1,3,4,1640,WN,1
1693,1,3,4,2120,WN,1
1694,1,3,4,1200,WN,1
1695,1,3,4,915,WN,1
1696,1,3,4,1835,WN,1
1697,1,3,4,1030,WN,1
1699,1,3,4,1855,WN,1
1700,1,3,4,1250,WN,0
1701,1,3,4,1610,WN,0
1702,1,3,4,1330,WN,0
1704,1,3,4,1925,WN,0
1705,1,3,4,1705,WN,0
1706,1,3,4,815,WN,1
1708,1,3,4,1505,WN,1
1709,1,3,4,1430,WN,0
1711,1,3,4,2030,WN,0
1712,1,3,4,1540,WN,0
1714,1,3,4,925,WN,0
1716,1,3,4,1810,WN,0
1718,1,3,4,845,WN,1
1719,1,3,4,1200,WN,1
1720,1,3,4,1945,WN,1
1721,1,3,4,1235,WN,1
1724,1,3,4,1610,WN,1
1727,1,3,4,2140,WN,1
1728,1,3,4,1145,WN,0
1729,1,3,4,1415,WN,1
1731,1,3,4,1720,WN,1
1732,1,3,4,1105,WN,1
1733,1,3,4,1800,WN,0
1734,1,3,4,925,WN,1
1735,1,3,4,1755,WN,0
1737,1,3,4,1440,WN,0
1738,1,3,4,2110,WN,1
1739,1,3,4,1720,WN,0
1740,1,3,4,1230,WN,1
1741,1,3,4,1015,WN,0
1742,1,3,4,835,WN,1
1744,1,3,4,1910,WN,1
1747,1,3,4,1430,WN,1
1748,1,3,4,1110,WN,0
1749,1,3,4,1730,WN,1
1750,1,3,4,1855,WN,0
1751,1,3,4,2105,WN,0
1752,1,3,4,1650,WN,0
1753,1,3,4,1305,WN,1
1755,1,3,4,800,WN,1
1756,1,3,4,1230,WN,1
1759,1,3,4,1530,WN,1
1760,1,3,4,1620,WN,1
1761,1,3,4,1930,WN,0
1762,1,3,4,1115,WN,0
1763,1,3,4,915,WN,1
1764,1,3,4,2150,WN,0
1766,1,3,4,1000,WN,1
1767,1,3,4,1815,WN,1
1768,1,3,4,2045,WN,0
1769,1,3,4,1210,WN,1
1771,1,3,4,1505,WN,0
1773,1,3,4,1540,WN,0
1776,1,3,4,1435,WN,1
1777,1,3,4,1945,WN,1
1780,1,3,4,1855,WN,0
1783,1,3,4,2045,WN,1
1785,1,3,4,1425,WN,1
1786,1,3,4,1710,WN,1
1787,1,3,4,1245,WN,1
1788,1,3,4,1535,WN,1
1789,1,3,4,1355,WN,1
1792,1,3,4,2025,WN,0
1793,1,3,4,1110,WN,1
1794,1,3,4,1735,WN,0
1799,1,3,4,1400,WN,1
1800,1,3,4,1935,WN,0
1801,1,3,4,1620,WN,0
1802,1,3,4,1145,WN,0
1805,1,3,4,1830,WN,0
1807,1,3,4,1925,WN,0
1810,1,3,4,1245,WN,0
1811,1,3,4,1015,WN,0
1813,1,3,4,1720,WN,0
1816,1,3,4,1935,WN,0
1817,1,3,4,1650,WN,0
1820,1,3,4,1235,WN,1
1822,1,3,4,1620,WN,0
1823,1,3,4,2020,WN,0
1824,1,3,4,1825,WN,0
1826,1,3,4,1325,WN,0
1828,1,3,4,1605,WN,0
1829,1,3,4,850,WN,0
1830,1,3,4,1730,WN,0
1832,1,3,4,1700,WN,0
1833,1,3,4,1145,WN,0
1836,1,3,4,840,WN,0
1838,1,3,4,1655,WN,0
1840,1,3,4,1410,WN,1
1843,1,3,4,1405,WN,1
1844,1,3,4,1135,WN,1
1845,1,3,4,1255,WN,1
1846,1,3,4,1950,WN,0
1848,1,3,4,710,WN,0
1849,1,3,4,1925,WN,1
1850,1,3,4,1425,WN,1
1851,1,3,4,945,WN,1
1853,1,3,4,2010,WN,1
1854,1,3,4,1640,WN,1
1856,1,3,4,1445,WN,1
1857,1,3,4,1840,WN,1
1858,1,3,4,1125,WN,1
1860,1,3,4,1300,WN,1
1862,1,3,4,1345,WN,1
1863,1,3,4,1055,WN,1
1865,1,3,4,1730,WN,1
1866,1,3,4,1210,WN,1
1867,1,3,4,1020,WN,1
1869,1,3,4,2100,WN,1
1870,1,3,4,1540,WN,1
1871,1,3,4,1825,WN,1
1872,1,3,4,645,WN,1
1873,1,3,4,1745,WN,1
1874,1,3,4,1030,WN,0
1876,1,3,4,1955,WN,1
1877,1,3,4,750,WN,1
1878,1,3,4,1850,WN,1
1879,1,3,4,1530,WN,1
1882,1,3,4,1400,WN,1
1883,1,3,4,1820,WN,0
1884,1,3,4,1100,WN,1
1885,1,3,4,1500,WN,1
1887,1,3,4,1710,WN,1
1888,1,3,4,1925,WN,1
1889,1,3,4,1925,WN,1
1890,1,3,4,630,WN,1
1891,1,3,4,1110,WN,0
1892,1,3,4,1440,WN,0
1894,1,3,4,1620,WN,1
1895,1,3,4,2105,WN,0
1899,1,3,4,1615,WN,1
1900,1,3,4,1235,WN,1
1901,1,3,4,1955,WN,1
1904,1,3,4,1310,WN,1
1905,1,3,4,1650,WN,1
1907,1,3,4,1040,WN,1
1910,1,3,4,1220,WN,1
1911,1,3,4,1900,WN,1
1912,1,3,4,1415,WN,1
1913,1,3,4,1600,WN,1
1914,1,3,4,2115,WN,1
1918,1,3,4,2055,WN,1
1920,1,3,4,1740,WN,0
1922,1,3,4,1145,WN,0
1926,1,3,4,1220,WN,1
1927,1,3,4,1045,WN,0
1929,1,3,4,2125,WN,0
1930,1,3,4,1700,WN,0
1931,1,3,4,1955,WN,0
1932,1,3,4,1410,WN,0
1933,1,3,4,1840,WN,0
1934,1,3,4,1125,WN,1
1935,1,3,4,1855,WN,1
1936,1,3,4,1010,WN,1
1937,1,3,4,2130,WN,1
1938,1,3,4,1605,WN,0
1939,1,3,4,1710,WN,1
1940,1,3,4,1425,WN,1
1942,1,3,4,725,WN,1
1943,1,3,4,2040,WN,0
1945,1,3,4,1325,WN,0
1946,1,3,4,1515,WN,1
1947,1,3,4,855,WN,1
1949,1,3,4,1345,WN,1
1951,1,3,4,2155,WN,1
1952,1,3,4,1955,WN,0
1953,1,3,4,740,WN,1
1954,1,3,4,1610,WN,0
1955,1,3,4,1835,WN,1
1958,1,3,4,1345,WN,1
1959,1,3,4,1630,WN,0
1960,1,3,4,2125,WN,1
1962,1,3,4,1210,WN,1
1963,1,3,4,1650,WN,1
1965,1,3,4,1300,WN,1
1967,1,3,4,1825,WN,0
1968,1,3,4,2120,WN,1
1970,1,3,4,2035,WN,1
1971,1,3,4,1645,WN,1
1972,1,3,4,1125,WN,0
1973,1,3,4,1025,WN,1
1974,1,3,4,2115,WN,1
1975,1,3,4,1925,WN,0
1976,1,3,4,1320,WN,0
1977,1,3,4,1805,WN,1
1978,1,3,4,2005,WN,0
1980,1,3,4,1535,WN,1
1981,1,3,4,1125,WN,0
1983,1,3,4,755,WN,1
1984,1,3,4,1300,WN,0
1985,1,3,4,1830,WN,0
1986,1,3,4,1450,WN,0
1991,1,3,4,1340,WN,0
1992,1,3,4,1545,WN,1
1994,1,3,4,1740,WN,1
1995,1,3,4,1520,WN,0
1997,1,3,4,1625,WN,0
1998,1,3,4,1030,WN,0
1999,1,3,4,1935,WN,1
2000,1,3,4,1325,WN,0
2001,1,3,4,2040,WN,0
2004,1,3,4,1355,WN,1
2005,1,3,4,1845,WN,1
2006,1,3,4,1220,WN,1
2008,1,3,4,2045,WN,1
2010,1,3,4,1855,WN,1
2012,1,3,4,1640,WN,0
2013,1,3,4,1430,WN,1
2016,1,3,4,1355,WN,1
2017,1,3,4,1710,WN,0
2018,1,3,4,1010,WN,0
2019,1,3,4,1955,WN,1
2020,1,3,4,1625,WN,0
2021,1,3,4,830,WN,0
2022,1,3,4,1415,WN,0
2023,1,3,4,1725,WN,1
2026,1,3,4,2015,WN,1
2028,1,3,4,1815,WN,1
2029,1,3,4,1205,WN,0
2030,1,3,4,1345,WN,1
2031,1,3,4,830,WN,1
2032,1,3,4,1515,WN,1
2033,1,3,4,1725,WN,0
2034,1,3,4,2130,WN,1
2035,1,3,4,1115,WN,0
2036,1,3,4,1940,WN,1
2037,1,3,4,635,WN,0
2038,1,3,4,1120,WN,0
2040,1,3,4,1115,WN,0
2041,1,3,4,1645,WN,1
2042,1,3,4,1130,WN,1
2043,1,3,4,1605,WN,0
2045,1,3,4,1810,WN,0
2047,1,3,4,1350,WN,0
2049,1,3,4,1545,WN,0
2051,1,3,4,1045,WN,0
2052,1,3,4,2045,WN,0
2054,1,3,4,1935,WN,0
2055,1,3,4,840,WN,0
2056,1,3,4,2110,WN,1
2057,1,3,4,1920,WN,0
2058,1,3,4,1810,WN,0
2059,1,3,4,1335,WN,0
2060,1,3,4,1520,WN,0
2062,1,3,4,1120,WN,1
2063,1,3,4,1510,WN,1
2064,1,3,4,1310,WN,0
2067,1,3,4,1720,WN,0
2069,1,3,4,1915,WN,0
2070,1,3,4,800,WN,0
2071,1,3,4,2115,WN,0
2072,1,3,4,1610,WN,1
2073,1,3,4,705,WN,0
2075,1,3,4,1330,WN,0
2078,1,3,4,2125,WN,0
2079,1,3,4,1310,WN,1
2081,1,3,4,1550,WN,0
2083,1,3,4,1940,WN,0
2084,1,3,4,2025,WN,0
2086,1,3,4,1710,WN,1
2087,1,3,4,1430,WN,1
2088,1,3,4,2105,WN,0
2089,1,3,4,900,WN,0
2091,1,3,4,1330,WN,1
2092,1,3,4,1100,WN,0
2093,1,3,4,1645,WN,1
2094,1,3,4,1855,WN,1
2095,1,3,4,1940,WN,1
2097,1,3,4,1625,WN,1
2100,1,3,4,1220,WN,1
2101,1,3,4,2105,WN,1
2102,1,3,4,1800,WN,1
2103,1,3,4,1710,WN,1
2104,1,3,4,1245,WN,1
2105,1,3,4,2055,WN,1
2106,1,3,4,1200,WN,1
2109,1,3,4,1410,WN,1
2110,1,3,4,1025,WN,0
2112,1,3,4,1110,WN,1
2113,1,3,4,1920,WN,1
2114,1,3,4,1540,WN,1
2115,1,3,4,2130,WN,1
2117,1,3,4,1755,WN,1
2118,1,3,4,1315,WN,1
2120,1,3,4,2010,WN,1
2124,1,3,4,1315,WN,1
2125,1,3,4,1535,WN,1
2129,1,3,4,1950,WN,0
2130,1,3,4,1005,WN,1
2132,1,3,4,1525,WN,1
2136,1,3,4,2000,WN,1
2138,1,3,4,1505,WN,0
2139,1,3,4,1730,WN,0
2141,1,3,4,1230,WN,0
2142,1,3,4,1555,WN,0
2145,1,3,4,645,WN,0
2146,1,3,4,1225,WN,0
2151,1,3,4,1815,WN,0
2154,1,3,4,1555,WN,0
2155,1,3,4,715,WN,0
2156,1,3,4,2030,WN,1
2157,1,3,4,1405,WN,0
2161,1,3,4,1140,WN,1
2162,1,3,4,1730,WN,0
2163,1,3,4,2100,WN,0
2165,1,3,4,1420,WN,0
2166,1,3,4,745,WN,1
2167,1,3,4,1615,WN,0
2168,1,3,4,1810,WN,0
2169,1,3,4,1420,WN,0
2170,1,3,4,950,WN,1
2171,1,3,4,2100,WN,1
2173,1,3,4,1905,WN,1
2175,1,3,4,1610,WN,0
2177,1,3,4,1125,WN,0
2178,1,3,4,1945,WN,0
2180,1,3,4,630,WN,0
2182,1,3,4,1310,WN,0
2183,1,3,4,1740,WN,0
2184,1,3,4,1435,WN,0
2186,1,3,4,2030,WN,0
2187,1,3,4,1525,WN,0
2188,1,3,4,855,WN,1
2189,1,3,4,1945,WN,1
2190,1,3,4,1440,WN,0
2193,1,3,4,1735,WN,0
2195,1,3,4,650,WN,1
2196,1,3,4,1450,WN,1
2197,1,3,4,935,WN,0
2198,1,3,4,1825,WN,1
2202,1,3,4,1730,WN,1
2205,1,3,4,1535,WN,1
2206,1,3,4,2010,WN,0
2210,1,3,4,1330,WN,0
2212,1,3,4,915,WN,0
2214,1,3,4,2100,WN,0
2218,1,3,4,1525,WN,1
2219,1,3,4,1940,WN,0
2223,1,3,4,1955,WN,0
2224,1,3,4,1540,WN,0
2227,1,3,4,1950,WN,1
2228,1,3,4,1320,WN,0
2230,1,3,4,1510,WN,0
2233,1,3,4,1150,WN,0
2234,1,3,4,1950,WN,1
2236,1,3,4,1735,WN,0
2238,1,3,4,1630,WN,0
2239,1,3,4,2020,WN,0
2241,1,3,4,1535,WN,0
2242,1,3,4,1755,WN,1
2244,1,3,4,1045,WN,1
2245,1,3,4,1525,WN,1
2246,1,3,4,650,WN,1
2248,1,3,4,2015,WN,0
2249,1,3,4,1250,WN,1
2251,1,3,4,925,WN,1
2252,1,3,4,1720,WN,0
2254,1,3,4,1055,WN,1
2255,1,3,4,1515,WN,0
2256,1,3,4,1100,WN,0
2257,1,3,4,1610,WN,0
2258,1,3,4,600,WN,0
2260,1,3,4,2035,WN,1
2261,1,3,4,845,WN,0
2262,1,3,4,1955,WN,1
2264,1,3,4,2025,WN,0
2266,1,3,4,1155,WN,1
2267,1,3,4,2015,WN,1
2268,1,3,4,1435,WN,0
2269,1,3,4,2125,WN,0
2271,1,3,4,1645,WN,0
2272,1,3,4,1740,WN,0
2273,1,3,4,920,WN,0
2276,1,3,4,640,WN,0
2277,1,3,4,1600,WN,0
2278,1,3,4,1840,WN,1
2280,1,3,4,1825,WN,0
2284,1,3,4,1750,WN,0
2285,1,3,4,1130,WN,0
2287,1,3,4,1155,WN,0
2289,1,3,4,1440,WN,0
2291,1,3,4,755,WN,0
2292,1,3,4,1925,WN,1
2294,1,3,4,1020,WN,0
2295,1,3,4,610,WN,0
2297,1,3,4,1240,WN,0
2298,1,3,4,2120,WN,0
2299,1,3,4,850,WN,0
2301,1,3,4,730,WN,0
2302,1,3,4,1355,WN,0
2305,1,3,4,2145,WN,1
2306,1,3,4,1645,WN,0
2308,1,3,4,1245,WN,0
2309,1,3,4,1620,WN,0
2310,1,3,4,1015,WN,0
2311,1,3,4,2105,WN,0
2313,1,3,4,1540,WN,0
2314,1,3,4,1005,WN,0
2315,1,3,4,720,WN,0
2317,1,3,4,1025,WN,1
2318,1,3,4,1900,WN,0
2319,1,3,4,1120,WN,0
2320,1,3,4,735,WN,0
2321,1,3,4,1720,WN,1
2322,1,3,4,915,WN,0
2323,1,3,4,1425,WN,0
2324,1,3,4,1800,WN,0
2325,1,3,4,910,WN,0
2327,1,3,4,1535,WN,0
2329,1,3,4,1230,WN,0
2333,1,3,4,1600,WN,0
2334,1,3,4,1145,WN,1
2336,1,3,4,1925,WN,0
2340,1,3,4,1815,WN,0
2341,1,3,4,1705,WN,0
2343,1,3,4,1350,WN,1
2346,1,3,4,1735,WN,0
2348,1,3,4,1420,WN,0
2349,1,3,4,2125,WN,0
2350,1,3,4,1610,WN,0
2354,1,3,4,1625,WN,0
2355,1,3,4,2005,WN,0
2356,1,3,4,1335,WN,0
2361,1,3,4,1325,WN,0
2365,1,3,4,1850,WN,0
2366,1,3,4,1455,WN,0
2367,1,4,5,1845,WN,0
2369,1,4,5,1435,WN,0
2371,1,4,5,2015,WN,0
2373,1,4,5,1130,WN,0
2374,1,4,5,1810,WN,0
2376,1,4,5,1710,WN,0
2378,1,4,5,1645,WN,0
2380,1,4,5,1140,WN,0
2385,1,4,5,1845,WN,0
2388,1,4,5,2020,WN,0
2391,1,4,5,1520,WN,0
2392,1,4,5,1755,WN,0
2393,1,4,5,1115,WN,1
2394,1,4,5,1200,WN,0
2395,1,4,5,1500,WN,0
2397,1,4,5,2005,WN,0
